,Active Humans,Active Bots,Deactivated Humans,Deactivated Bots,Average Human Satisfaction,Human Quadrant Distribution,Bot Quadrant Distribution,Human to Bot Ratio,bot_ban_rate_multiplier,replication
26,328,41,3,28,95.39028798340544,"{'tech_business': 54, 'politics_news': 63, 'hobbies': 91, 'pop_culture': 120}","{'tech_business': 23, 'politics_news': 10, 'hobbies': 2, 'pop_culture': 6}",8.0,0.1,0
27,334,42,5,29,96.09406112733987,"{'tech_business': 60, 'politics_news': 61, 'hobbies': 97, 'pop_culture': 116}","{'tech_business': 25, 'politics_news': 10, 'hobbies': 1, 'pop_culture': 6}",7.9523809523809526,0.1,0
28,341,42,5,30,96.15418082121025,"{'tech_business': 61, 'politics_news': 57, 'hobbies': 98, 'pop_culture': 125}","{'tech_business': 25, 'politics_news': 10, 'hobbies': 1, 'pop_culture': 6}",8.119047619047619,0.1,0
29,344,44,5,30,95.9498609229666,"{'tech_business': 57, 'politics_news': 61, 'hobbies': 104, 'pop_culture': 122}","{'tech_business': 26, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 6}",7.818181818181818,0.1,0
30,347,44,5,30,94.39960657036599,"{'tech_business': 61, 'politics_news': 63, 'hobbies': 98, 'pop_culture': 125}","{'tech_business': 26, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 6}",7.886363636363637,0.1,0
31,350,43,5,31,94.81309177952996,"{'tech_business': 69, 'politics_news': 60, 'hobbies': 106, 'pop_culture': 115}","{'tech_business': 25, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 6}",8.13953488372093,0.1,0
32,357,45,6,32,95.82128450691437,"{'tech_business': 61, 'politics_news': 62, 'hobbies': 101, 'pop_culture': 133}","{'tech_business': 26, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 7}",7.933333333333334,0.1,0
33,366,46,6,33,95.63425463084826,"{'tech_business': 59, 'politics_news': 61, 'hobbies': 108, 'pop_culture': 138}","{'tech_business': 26, 'politics_news': 12, 'hobbies': 1, 'pop_culture': 7}",7.956521739130435,0.1,0
34,372,48,6,34,95.68122498241627,"{'tech_business': 63, 'politics_news': 65, 'hobbies': 104, 'pop_culture': 140}","{'tech_business': 26, 'politics_news': 14, 'hobbies': 1, 'pop_culture': 7}",7.75,0.1,0
35,378,49,6,34,94.59056556634019,"{'tech_business': 62, 'politics_news': 67, 'hobbies': 105, 'pop_culture': 144}","{'tech_business': 27, 'politics_news': 14, 'hobbies': 1, 'pop_culture': 7}",7.714285714285714,0.1,0
36,382,49,6,35,94.84161298045147,"{'tech_business': 63, 'politics_news': 65, 'hobbies': 106, 'pop_culture': 148}","{'tech_business': 28, 'politics_news': 14, 'hobbies': 1, 'pop_culture': 6}",7.795918367346939,0.1,0
37,386,49,6,37,95.15539699919705,"{'tech_business': 68, 'politics_news': 74, 'hobbies': 99, 'pop_culture': 145}","{'tech_business': 29, 'politics_news': 14, 'hobbies': 1, 'pop_culture': 5}",7.877551020408164,0.1,0
38,393,48,6,41,95.21318685101629,"{'tech_business': 64, 'politics_news': 77, 'hobbies': 103, 'pop_culture': 149}","{'tech_business': 29, 'politics_news': 12, 'hobbies': 1, 'pop_culture': 6}",8.1875,0.1,0
39,401,49,6,41,95.40227832280615,"{'tech_business': 65, 'politics_news': 88, 'hobbies': 108, 'pop_culture': 140}","{'tech_business': 30, 'politics_news': 12, 'hobbies': 1, 'pop_culture': 6}",8.183673469387756,0.1,0
40,405,49,6,44,95.4499264348609,"{'tech_business': 65, 'politics_news': 81, 'hobbies': 115, 'pop_culture': 144}","{'tech_business': 30, 'politics_news': 13, 'hobbies': 2, 'pop_culture': 4}",8.26530612244898,0.1,0
41,410,47,6,46,96.13999015847652,"{'tech_business': 76, 'politics_news': 83, 'hobbies': 110, 'pop_culture': 141}","{'tech_business': 28, 'politics_news': 13, 'hobbies': 2, 'pop_culture': 4}",8.72340425531915,0.1,0
42,416,46,7,48,95.75297767520462,"{'tech_business': 74, 'politics_news': 77, 'hobbies': 109, 'pop_culture': 156}","{'tech_business': 28, 'politics_news': 12, 'hobbies': 2, 'pop_culture': 4}",9.043478260869565,0.1,0
43,415,48,9,48,95.99835452144616,"{'tech_business': 69, 'politics_news': 73, 'hobbies': 121, 'pop_culture': 152}","{'tech_business': 29, 'politics_news': 12, 'hobbies': 2, 'pop_culture': 5}",8.645833333333334,0.1,0
44,417,53,10,49,96.52234842898886,"{'tech_business': 66, 'politics_news': 91, 'hobbies': 118, 'pop_culture': 142}","{'tech_business': 31, 'politics_news': 15, 'hobbies': 2, 'pop_culture': 5}",7.867924528301887,0.1,0
45,428,52,10,51,95.75375762805636,"{'tech_business': 70, 'politics_news': 87, 'hobbies': 114, 'pop_culture': 157}","{'tech_business': 31, 'politics_news': 14, 'hobbies': 2, 'pop_culture': 5}",8.23076923076923,0.1,0
46,433,55,11,52,95.63878742755692,"{'tech_business': 69, 'politics_news': 85, 'hobbies': 117, 'pop_culture': 162}","{'tech_business': 34, 'politics_news': 14, 'hobbies': 2, 'pop_culture': 5}",7.872727272727273,0.1,0
47,439,56,12,53,95.50596154911014,"{'tech_business': 70, 'politics_news': 87, 'hobbies': 127, 'pop_culture': 155}","{'tech_business': 36, 'politics_news': 14, 'hobbies': 2, 'pop_culture': 4}",7.839285714285714,0.1,0
48,447,58,12,53,95.3763027385774,"{'tech_business': 70, 'politics_news': 90, 'hobbies': 125, 'pop_culture': 162}","{'tech_business': 36, 'politics_news': 15, 'hobbies': 2, 'pop_culture': 5}",7.706896551724138,0.1,0
49,454,62,12,53,95.64273408199394,"{'tech_business': 79, 'politics_news': 87, 'hobbies': 125, 'pop_culture': 163}","{'tech_business': 36, 'politics_news': 17, 'hobbies': 3, 'pop_culture': 6}",7.32258064516129,0.1,0
0,188,16,0,1,99.02087269192435,"{'tech_business': 47, 'politics_news': 50, 'hobbies': 45, 'pop_culture': 46}","{'tech_business': 5, 'politics_news': 5, 'hobbies': 1, 'pop_culture': 5}",11.75,0.1,1
1,193,17,0,1,98.10224965668566,"{'tech_business': 49, 'politics_news': 51, 'hobbies': 43, 'pop_culture': 50}","{'tech_business': 6, 'politics_news': 5, 'hobbies': 1, 'pop_culture': 5}",11.352941176470589,0.1,1
2,197,20,0,2,97.46618099855816,"{'tech_business': 52, 'politics_news': 52, 'hobbies': 44, 'pop_culture': 49}","{'tech_business': 8, 'politics_news': 5, 'hobbies': 1, 'pop_culture': 6}",9.85,0.1,1
3,206,21,0,4,97.88425984199101,"{'tech_business': 53, 'politics_news': 49, 'hobbies': 48, 'pop_culture': 56}","{'tech_business': 10, 'politics_news': 4, 'hobbies': 1, 'pop_culture': 6}",9.80952380952381,0.1,1
4,210,22,0,5,97.47373996347342,"{'tech_business': 55, 'politics_news': 49, 'hobbies': 46, 'pop_culture': 60}","{'tech_business': 10, 'politics_news': 5, 'hobbies': 1, 'pop_culture': 6}",9.545454545454545,0.1,1
5,217,26,0,6,97.15358622744543,"{'tech_business': 57, 'politics_news': 49, 'hobbies': 50, 'pop_culture': 61}","{'tech_business': 11, 'politics_news': 4, 'hobbies': 2, 'pop_culture': 9}",8.346153846153847,0.1,1
6,222,28,0,7,97.17714381717796,"{'tech_business': 48, 'politics_news': 52, 'hobbies': 56, 'pop_culture': 66}","{'tech_business': 13, 'politics_news': 5, 'hobbies': 2, 'pop_culture': 8}",7.928571428571429,0.1,1
7,229,34,0,8,96.31681528220767,"{'tech_business': 52, 'politics_news': 48, 'hobbies': 61, 'pop_culture': 68}","{'tech_business': 17, 'politics_news': 7, 'hobbies': 2, 'pop_culture': 8}",6.735294117647059,0.1,1
8,240,34,0,11,95.76676213782153,"{'tech_business': 53, 'politics_news': 50, 'hobbies': 66, 'pop_culture': 71}","{'tech_business': 17, 'politics_news': 8, 'hobbies': 2, 'pop_culture': 7}",7.0588235294117645,0.1,1
9,243,36,0,11,95.79074956175077,"{'tech_business': 50, 'politics_news': 54, 'hobbies': 70, 'pop_culture': 69}","{'tech_business': 17, 'politics_news': 8, 'hobbies': 3, 'pop_culture': 8}",6.75,0.1,1
10,253,37,0,12,94.56387471379276,"{'tech_business': 51, 'politics_news': 49, 'hobbies': 71, 'pop_culture': 82}","{'tech_business': 18, 'politics_news': 8, 'hobbies': 3, 'pop_culture': 8}",6.837837837837838,0.1,1
11,259,38,1,14,94.82589425691532,"{'tech_business': 54, 'politics_news': 50, 'hobbies': 79, 'pop_culture': 76}","{'tech_business': 19, 'politics_news': 8, 'hobbies': 3, 'pop_culture': 8}",6.815789473684211,0.1,1
12,265,40,2,15,95.06187864902846,"{'tech_business': 48, 'politics_news': 54, 'hobbies': 84, 'pop_culture': 79}","{'tech_business': 20, 'politics_news': 8, 'hobbies': 4, 'pop_culture': 8}",6.625,0.1,1
13,270,40,2,16,95.19010601063341,"{'tech_business': 51, 'politics_news': 51, 'hobbies': 84, 'pop_culture': 84}","{'tech_business': 19, 'politics_news': 9, 'hobbies': 4, 'pop_culture': 8}",6.75,0.1,1
14,272,41,2,17,95.66044026556105,"{'tech_business': 51, 'politics_news': 50, 'hobbies': 83, 'pop_culture': 88}","{'tech_business': 20, 'politics_news': 10, 'hobbies': 3, 'pop_culture': 8}",6.634146341463414,0.1,1
15,276,41,3,19,95.56964248012837,"{'tech_business': 49, 'politics_news': 47, 'hobbies': 83, 'pop_culture': 97}","{'tech_business': 20, 'politics_news': 8, 'hobbies': 3, 'pop_culture': 10}",6.7317073170731705,0.1,1
16,286,40,3,21,96.11401456514692,"{'tech_business': 49, 'politics_news': 59, 'hobbies': 87, 'pop_culture': 91}","{'tech_business': 20, 'politics_news': 8, 'hobbies': 3, 'pop_culture': 9}",7.15,0.1,1
17,289,38,3,23,95.93008717610337,"{'tech_business': 54, 'politics_news': 50, 'hobbies': 93, 'pop_culture': 92}","{'tech_business': 19, 'politics_news': 8, 'hobbies': 3, 'pop_culture': 8}",7.605263157894737,0.1,1
18,293,41,3,25,95.70946179007493,"{'tech_business': 43, 'politics_news': 51, 'hobbies': 97, 'pop_culture': 102}","{'tech_business': 20, 'politics_news': 8, 'hobbies': 3, 'pop_culture': 10}",7.146341463414634,0.1,1
19,295,42,3,26,95.84230515808191,"{'tech_business': 56, 'politics_news': 51, 'hobbies': 97, 'pop_culture': 91}","{'tech_business': 21, 'politics_news': 8, 'hobbies': 2, 'pop_culture': 11}",7.023809523809524,0.1,1
20,299,42,3,27,95.7122844147386,"{'tech_business': 43, 'politics_news': 58, 'hobbies': 100, 'pop_culture': 98}","{'tech_business': 21, 'politics_news': 8, 'hobbies': 2, 'pop_culture': 11}",7.119047619047619,0.1,1
21,306,42,3,28,96.50863999336154,"{'tech_business': 55, 'politics_news': 56, 'hobbies': 98, 'pop_culture': 97}","{'tech_business': 22, 'politics_news': 8, 'hobbies': 2, 'pop_culture': 10}",7.285714285714286,0.1,1
22,309,42,3,28,96.98534370085946,"{'tech_business': 47, 'politics_news': 61, 'hobbies': 100, 'pop_culture': 101}","{'tech_business': 22, 'politics_news': 8, 'hobbies': 2, 'pop_culture': 10}",7.357142857142857,0.1,1
23,317,44,3,29,97.30396158322337,"{'tech_business': 42, 'politics_news': 66, 'hobbies': 104, 'pop_culture': 105}","{'tech_business': 22, 'politics_news': 10, 'hobbies': 2, 'pop_culture': 10}",7.204545454545454,0.1,1
24,323,46,3,29,96.89712229050964,"{'tech_business': 50, 'politics_news': 60, 'hobbies': 106, 'pop_culture': 107}","{'tech_business': 24, 'politics_news': 10, 'hobbies': 2, 'pop_culture': 10}",7.021739130434782,0.1,1
25,328,45,3,30,96.09119791000187,"{'tech_business': 53, 'politics_news': 69, 'hobbies': 99, 'pop_culture': 107}","{'tech_business': 24, 'politics_news': 9, 'hobbies': 2, 'pop_culture': 10}",7.288888888888889,0.1,1
26,341,46,3,31,96.4141251392305,"{'tech_business': 58, 'politics_news': 59, 'hobbies': 116, 'pop_culture': 108}","{'tech_business': 23, 'politics_news': 10, 'hobbies': 2, 'pop_culture': 11}",7.413043478260869,0.1,1
27,349,45,3,33,95.57046414274033,"{'tech_business': 63, 'politics_news': 60, 'hobbies': 114, 'pop_culture': 112}","{'tech_business': 22, 'politics_news': 11, 'hobbies': 2, 'pop_culture': 10}",7.7555555555555555,0.1,1
28,355,46,3,33,96.55022465231724,"{'tech_business': 69, 'politics_news': 64, 'hobbies': 108, 'pop_culture': 114}","{'tech_business': 23, 'politics_news': 11, 'hobbies': 2, 'pop_culture': 10}",7.717391304347826,0.1,1
29,361,47,3,33,95.93659756333079,"{'tech_business': 68, 'politics_news': 64, 'hobbies': 102, 'pop_culture': 127}","{'tech_business': 23, 'politics_news': 11, 'hobbies': 2, 'pop_culture': 11}",7.680851063829787,0.1,1
30,364,49,4,33,95.68985976171246,"{'tech_business': 58, 'politics_news': 74, 'hobbies': 110, 'pop_culture': 122}","{'tech_business': 25, 'politics_news': 11, 'hobbies': 2, 'pop_culture': 11}",7.428571428571429,0.1,1
31,372,51,4,34,95.32887123014548,"{'tech_business': 55, 'politics_news': 75, 'hobbies': 119, 'pop_culture': 123}","{'tech_business': 26, 'politics_news': 11, 'hobbies': 2, 'pop_culture': 12}",7.294117647058823,0.1,1
32,380,50,4,35,95.47839056886578,"{'tech_business': 55, 'politics_news': 71, 'hobbies': 118, 'pop_culture': 136}","{'tech_business': 26, 'politics_news': 11, 'hobbies': 2, 'pop_culture': 11}",7.6,0.1,1
33,381,54,5,35,96.82410904170776,"{'tech_business': 56, 'politics_news': 69, 'hobbies': 121, 'pop_culture': 135}","{'tech_business': 26, 'politics_news': 13, 'hobbies': 3, 'pop_culture': 12}",7.055555555555555,0.1,1
34,383,56,6,35,97.43985706000652,"{'tech_business': 57, 'politics_news': 71, 'hobbies': 118, 'pop_culture': 137}","{'tech_business': 28, 'politics_news': 13, 'hobbies': 3, 'pop_culture': 12}",6.839285714285714,0.1,1
35,388,58,6,37,96.45048975376736,"{'tech_business': 65, 'politics_news': 69, 'hobbies': 110, 'pop_culture': 144}","{'tech_business': 30, 'politics_news': 14, 'hobbies': 3, 'pop_culture': 11}",6.689655172413793,0.1,1
36,393,57,6,39,96.90178952990506,"{'tech_business': 66, 'politics_news': 67, 'hobbies': 114, 'pop_culture': 146}","{'tech_business': 31, 'politics_news': 13, 'hobbies': 3, 'pop_culture': 10}",6.894736842105263,0.1,1
37,399,58,6,40,97.12592031502864,"{'tech_business': 61, 'politics_news': 81, 'hobbies': 110, 'pop_culture': 147}","{'tech_business': 31, 'politics_news': 13, 'hobbies': 4, 'pop_culture': 10}",6.879310344827586,0.1,1
38,403,57,6,42,97.12880334204463,"{'tech_business': 65, 'politics_news': 70, 'hobbies': 117, 'pop_culture': 151}","{'tech_business': 29, 'politics_news': 14, 'hobbies': 4, 'pop_culture': 10}",7.0701754385964914,0.1,1
39,412,56,6,46,97.06590769414257,"{'tech_business': 62, 'politics_news': 76, 'hobbies': 111, 'pop_culture': 163}","{'tech_business': 28, 'politics_news': 14, 'hobbies': 5, 'pop_culture': 9}",7.357142857142857,0.1,1
40,421,56,6,48,96.21970438895393,"{'tech_business': 60, 'politics_news': 82, 'hobbies': 114, 'pop_culture': 165}","{'tech_business': 27, 'politics_news': 15, 'hobbies': 5, 'pop_culture': 9}",7.517857142857143,0.1,1
41,429,59,6,48,96.5771379236076,"{'tech_business': 61, 'politics_news': 86, 'hobbies': 109, 'pop_culture': 173}","{'tech_business': 28, 'politics_news': 16, 'hobbies': 6, 'pop_culture': 9}",7.271186440677966,0.1,1
42,434,58,7,49,96.83018808034674,"{'tech_business': 64, 'politics_news': 80, 'hobbies': 113, 'pop_culture': 177}","{'tech_business': 28, 'politics_news': 15, 'hobbies': 6, 'pop_culture': 9}",7.482758620689655,0.1,1
43,441,58,7,50,96.9511770893308,"{'tech_business': 57, 'politics_news': 88, 'hobbies': 129, 'pop_culture': 167}","{'tech_business': 28, 'politics_news': 14, 'hobbies': 6, 'pop_culture': 10}",7.603448275862069,0.1,1
44,446,55,8,53,96.63054111934132,"{'tech_business': 66, 'politics_news': 81, 'hobbies': 124, 'pop_culture': 175}","{'tech_business': 26, 'politics_news': 13, 'hobbies': 6, 'pop_culture': 10}",8.10909090909091,0.1,1
45,450,51,8,57,96.17111403084701,"{'tech_business': 65, 'politics_news': 81, 'hobbies': 125, 'pop_culture': 179}","{'tech_business': 25, 'politics_news': 11, 'hobbies': 5, 'pop_culture': 10}",8.823529411764707,0.1,1
46,452,50,9,60,96.49755146782726,"{'tech_business': 68, 'politics_news': 83, 'hobbies': 125, 'pop_culture': 176}","{'tech_business': 24, 'politics_news': 12, 'hobbies': 5, 'pop_culture': 9}",9.04,0.1,1
47,459,54,9,61,97.03124518229801,"{'tech_business': 63, 'politics_news': 87, 'hobbies': 130, 'pop_culture': 179}","{'tech_business': 26, 'politics_news': 11, 'hobbies': 6, 'pop_culture': 11}",8.5,0.1,1
48,465,57,9,61,96.66666733460752,"{'tech_business': 69, 'politics_news': 86, 'hobbies': 132, 'pop_culture': 178}","{'tech_business': 27, 'politics_news': 11, 'hobbies': 6, 'pop_culture': 13}",8.157894736842104,0.1,1
49,469,56,9,63,96.93463083062979,"{'tech_business': 67, 'politics_news': 90, 'hobbies': 137, 'pop_culture': 175}","{'tech_business': 26, 'politics_news': 11, 'hobbies': 6, 'pop_culture': 13}",8.375,0.1,1
0,189,15,0,2,99.77460024058898,"{'tech_business': 53, 'politics_news': 45, 'hobbies': 39, 'pop_culture': 52}","{'tech_business': 5, 'politics_news': 5, 'hobbies': 1, 'pop_culture': 4}",12.6,0.1,2
1,195,16,0,2,99.3284826125533,"{'tech_business': 50, 'politics_news': 48, 'hobbies': 45, 'pop_culture': 52}","{'tech_business': 5, 'politics_news': 6, 'hobbies': 1, 'pop_culture': 4}",12.1875,0.1,2
2,199,17,0,2,98.8132718895785,"{'tech_business': 51, 'politics_news': 43, 'hobbies': 50, 'pop_culture': 55}","{'tech_business': 6, 'politics_news': 6, 'hobbies': 1, 'pop_culture': 4}",11.705882352941176,0.1,2
3,203,20,0,2,98.39881287757008,"{'tech_business': 50, 'politics_news': 46, 'hobbies': 49, 'pop_culture': 58}","{'tech_business': 8, 'politics_news': 7, 'hobbies': 1, 'pop_culture': 4}",10.15,0.1,2
4,208,22,0,3,97.3731094722169,"{'tech_business': 51, 'politics_news': 49, 'hobbies': 51, 'pop_culture': 57}","{'tech_business': 10, 'politics_news': 7, 'hobbies': 1, 'pop_culture': 4}",9.454545454545455,0.1,2
5,214,21,0,4,94.95452525533449,"{'tech_business': 50, 'politics_news': 48, 'hobbies': 59, 'pop_culture': 57}","{'tech_business': 9, 'politics_news': 7, 'hobbies': 1, 'pop_culture': 4}",10.19047619047619,0.1,2
6,226,22,0,4,95.21907297664066,"{'tech_business': 55, 'politics_news': 48, 'hobbies': 58, 'pop_culture': 65}","{'tech_business': 10, 'politics_news': 7, 'hobbies': 1, 'pop_culture': 4}",10.272727272727273,0.1,2
7,239,23,0,5,95.97303744777624,"{'tech_business': 55, 'politics_news': 52, 'hobbies': 69, 'pop_culture': 63}","{'tech_business': 11, 'politics_news': 7, 'hobbies': 1, 'pop_culture': 4}",10.391304347826088,0.1,2
8,244,25,0,5,96.50215257433501,"{'tech_business': 53, 'politics_news': 56, 'hobbies': 66, 'pop_culture': 69}","{'tech_business': 12, 'politics_news': 8, 'hobbies': 1, 'pop_culture': 4}",9.76,0.1,2
9,252,28,0,5,96.84524227931541,"{'tech_business': 60, 'politics_news': 52, 'hobbies': 69, 'pop_culture': 71}","{'tech_business': 14, 'politics_news': 9, 'hobbies': 1, 'pop_culture': 4}",9.0,0.1,2
10,260,30,0,5,95.7934271655497,"{'tech_business': 57, 'politics_news': 56, 'hobbies': 75, 'pop_culture': 72}","{'tech_business': 15, 'politics_news': 10, 'hobbies': 1, 'pop_culture': 4}",8.666666666666666,0.1,2
11,264,34,0,5,96.06256578855428,"{'tech_business': 62, 'politics_news': 58, 'hobbies': 70, 'pop_culture': 74}","{'tech_business': 18, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 4}",7.764705882352941,0.1,2
12,269,36,0,7,96.5663117985555,"{'tech_business': 59, 'politics_news': 54, 'hobbies': 72, 'pop_culture': 84}","{'tech_business': 18, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 6}",7.472222222222222,0.1,2
13,274,37,1,9,96.6494992836403,"{'tech_business': 63, 'politics_news': 51, 'hobbies': 76, 'pop_culture': 84}","{'tech_business': 18, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 7}",7.405405405405405,0.1,2
14,279,37,1,11,95.52528963570313,"{'tech_business': 50, 'politics_news': 62, 'hobbies': 82, 'pop_culture': 85}","{'tech_business': 18, 'politics_news': 10, 'hobbies': 1, 'pop_culture': 8}",7.54054054054054,0.1,2
15,284,39,1,12,95.05038445787643,"{'tech_business': 59, 'politics_news': 54, 'hobbies': 77, 'pop_culture': 94}","{'tech_business': 18, 'politics_news': 12, 'hobbies': 1, 'pop_culture': 8}",7.282051282051282,0.1,2
16,291,38,1,14,95.41669595315634,"{'tech_business': 59, 'politics_news': 62, 'hobbies': 70, 'pop_culture': 100}","{'tech_business': 18, 'politics_news': 12, 'hobbies': 1, 'pop_culture': 7}",7.657894736842105,0.1,2
17,293,37,1,16,95.33710562193598,"{'tech_business': 57, 'politics_news': 56, 'hobbies': 72, 'pop_culture': 108}","{'tech_business': 19, 'politics_news': 10, 'hobbies': 2, 'pop_culture': 6}",7.918918918918919,0.1,2
